filename,label
100100_i110.png,plastic
100100_i120.png,plastic
100100_i130.png,plastic
100100_i140.png,plastic
100100_i150.png,plastic
100100_i160.png,plastic
100100_i170.png,plastic
100100_i180.png,plastic
100100_i190.png,plastic
100100_i210.png,plastic
100100_i230.png,plastic
100100_i250.png,plastic
101101_i110.png,"wood,paper"
101101_i120.png,"wood,paper"
101101_i130.png,"wood,paper"
101101_i140.png,"wood,paper"
101101_i150.png,"wood,paper"
101101_i160.png,"wood,paper"
101101_i170.png,"wood,paper"
101101_i180.png,"wood,paper"
101101_i190.png,"wood,paper"
101101_i210.png,"wood,paper"
101101_i230.png,"wood,paper"
101101_i250.png,"wood,paper"
103103_i110.png,plastic
103103_i120.png,plastic
103103_i130.png,plastic
103103_i140.png,plastic
103103_i150.png,plastic
103103_i160.png,plastic
103103_i170.png,plastic
103103_i180.png,plastic
103103_i190.png,plastic
103103_i210.png,plastic
103103_i230.png,plastic
103103_i250.png,plastic
106106_i110.png,plastic
106106_i120.png,plastic
106106_i130.png,plastic
106106_i140.png,plastic
106106_i150.png,plastic
106106_i160.png,plastic
106106_i170.png,plastic
106106_i180.png,plastic
106106_i190.png,plastic
106106_i210.png,plastic
106106_i230.png,plastic
106106_i250.png,plastic
107107_i110.png,"wood,paper"
107107_i120.png,"wood,paper"
107107_i130.png,"wood,paper"
107107_i140.png,"wood,paper"
107107_i150.png,"wood,paper"
107107_i160.png,"wood,paper"
107107_i170.png,"wood,paper"
107107_i180.png,"wood,paper"
107107_i190.png,"wood,paper"
107107_i210.png,"wood,paper"
107107_i230.png,"wood,paper"
107107_i250.png,"wood,paper"
108108_i110.png,"wood,paper"
108108_i120.png,"wood,paper"
108108_i130.png,"wood,paper"
108108_i140.png,"wood,paper"
108108_i150.png,"wood,paper"
108108_i160.png,"wood,paper"
108108_i170.png,"wood,paper"
108108_i180.png,"wood,paper"
108108_i190.png,"wood,paper"
108108_i210.png,"wood,paper"
108108_i230.png,"wood,paper"
108108_i250.png,"wood,paper"
109109_i110.png,plastic
109109_i120.png,plastic
109109_i130.png,plastic
109109_i140.png,plastic
109109_i150.png,plastic
109109_i160.png,plastic
109109_i170.png,plastic
109109_i180.png,plastic
109109_i190.png,plastic
109109_i210.png,plastic
109109_i230.png,plastic
109109_i250.png,plastic
110110_i110.png,"wood,paper"
110110_i120.png,"wood,paper"
110110_i130.png,"wood,paper"
110110_i140.png,"wood,paper"
110110_i150.png,"wood,paper"
110110_i160.png,"wood,paper"
110110_i170.png,"wood,paper"
110110_i180.png,"wood,paper"
110110_i190.png,"wood,paper"
110110_i210.png,"wood,paper"
110110_i230.png,"wood,paper"
110110_i250.png,"wood,paper"
111111_i110.png,plastic
111111_i120.png,plastic
111111_i130.png,plastic
111111_i140.png,plastic
111111_i150.png,plastic
111111_i160.png,plastic
111111_i170.png,plastic
111111_i180.png,plastic
111111_i190.png,plastic
111111_i210.png,plastic
111111_i230.png,plastic
111111_i250.png,plastic
112112_i110.png,plastic
112112_i120.png,plastic
112112_i130.png,plastic
112112_i140.png,plastic
112112_i150.png,plastic
112112_i160.png,plastic
112112_i170.png,plastic
112112_i180.png,plastic
112112_i190.png,plastic
112112_i210.png,plastic
112112_i230.png,plastic
112112_i250.png,plastic
114114_i110.png,"wood,paper"
114114_i120.png,"wood,paper"
114114_i130.png,"wood,paper"
114114_i140.png,"wood,paper"
114114_i150.png,"wood,paper"
114114_i160.png,"wood,paper"
114114_i170.png,"wood,paper"
114114_i180.png,"wood,paper"
114114_i190.png,"wood,paper"
114114_i210.png,"wood,paper"
114114_i230.png,"wood,paper"
114114_i250.png,"wood,paper"
115115_i110.png,"wood,paper"
115115_i120.png,"wood,paper"
115115_i130.png,"wood,paper"
115115_i140.png,"wood,paper"
115115_i150.png,"wood,paper"
115115_i160.png,"wood,paper"
115115_i170.png,"wood,paper"
115115_i180.png,"wood,paper"
115115_i190.png,"wood,paper"
115115_i210.png,"wood,paper"
115115_i230.png,"wood,paper"
115115_i250.png,"wood,paper"
118118_i110.png,"wood,paper"
118118_i120.png,"wood,paper"
118118_i130.png,"wood,paper"
118118_i140.png,"wood,paper"
118118_i150.png,"wood,paper"
118118_i160.png,"wood,paper"
118118_i170.png,"wood,paper"
118118_i180.png,"wood,paper"
118118_i190.png,"wood,paper"
118118_i210.png,"wood,paper"
118118_i230.png,"wood,paper"
118118_i250.png,"wood,paper"
1212_i110.png,plastic
1212_i120.png,plastic
1212_i130.png,plastic
1212_i140.png,plastic
1212_i150.png,plastic
1212_i160.png,plastic
1212_i170.png,plastic
1212_i180.png,plastic
1212_i190.png,plastic
1212_i210.png,plastic
1212_i230.png,plastic
1212_i250.png,plastic
121121_i110.png,"wood,paper"
121121_i120.png,"wood,paper"
121121_i130.png,"wood,paper"
121121_i140.png,"wood,paper"
121121_i150.png,"wood,paper"
121121_i160.png,"wood,paper"
121121_i170.png,"wood,paper"
121121_i180.png,"wood,paper"
121121_i190.png,"wood,paper"
121121_i210.png,"wood,paper"
121121_i230.png,"wood,paper"
121121_i250.png,"wood,paper"
126126_i110.png,plastic
126126_i120.png,plastic
126126_i130.png,plastic
126126_i140.png,plastic
126126_i150.png,plastic
126126_i160.png,plastic
126126_i170.png,plastic
126126_i180.png,plastic
126126_i190.png,plastic
126126_i210.png,plastic
126126_i230.png,plastic
126126_i250.png,plastic
